1.86,1.86,1601191353081
1.86,1.86,1601193703057
1.86,1.86,1601197300964
1.86,1.86,1601200921850
1.86,1.86,1601204502980
1.86,1.86,1601208109365
1.86,1.86,1601211702003
1.86,1.86,1601215303347
1.86,1.86,1601218906221
1.86,1.86,1601222500404
1.66,2.1,1601464431753
1.66,2.1,1601467822401
1.66,2.1,1601473495059
1.61,2.2,1601570601023
1.61,2.2,1601571704629
1.61,2.2,1601575308999
1.61,2.2,1601578922509
1.61,2.2,1601582517137
1.61,2.2,1601586120037
1.61,2.2,1601589717489
1.61,2.2,1601596916847
1.61,2.2,1601600534388
1.61,2.2,1601604135531
1.61,2.2,1601607736218
1.61,2.2,1601611337554
1.61,2.2,1601614915805
1.57,2.5,1601670135307
1.57,2.5,1601672541105
1.57,2.5,1601676153688
1.57,2.5,1601683358031
1.57,2.5,1601686975070
1.57,2.5,1601690574794
1.57,2.5,1601694150918
1.57,2.5,1601697755722
1.57,2.5,1601701353893
1.57,2.5,1601704953453
1.57,2.5,1601778147318
1.57,2.5,1601780553809
1.57,2.5,1601784152887
1.57,2.5,1601787772493
1.57,2.5,1601791373194
1.57,2.5,1601794934167
1.57,2.5,1601798534087
1.57,2.5,1601802136568
1.57,2.5,1601805735202
1.57,2.5,1601809358550
1.57,2.5,1601812934934
1.57,2.5,1601816560524
1.57,2.5,1601820142931
1.57,2.5,1601823758733
1.57,2.5,1601827337584
1.57,2.5,1601830937758
1.57,2.5,1601834534107
1.57,2.5,1601838138012
1.57,2.5,1601841756343
1.57,2.5,1601845336858
1.57,2.5,1601848949339
1.57,2.5,1601852560754
1.57,2.5,1601856147847
1.57,2.5,1601859751919
1.57,2.5,1601863371740
1.57,2.5,1601866951417
1.57,2.5,1601870551217
1.57,2.5,1601874145777
1.57,2.5,1601877751929
1.57,2.5,1601881335478
1.57,2.5,1601884962036
1.57,2.5,1601888551725
1.57,2.5,1601892154873
1.57,2.5,1601895737546
1.57,2.5,1601899335207
1.57,2.5,1601902939703
1.57,2.5,1601906534543
1.57,2.5,1601910154875
1.57,2.5,1601913735386
1.57,2.5,1601917341832
1.57,2.5,1601920935635
1.57,2.5,1601924626254
1.57,2.5,1601928125277
1.57,2.5,1601931742158
1.57,2.5,1601935345156
1.57,2.5,1601938945015
1.57,2.5,1601942563553
1.57,2.5,1601946142969
1.57,2.5,1601949743466
1.57,2.5,1601953340639
1.57,2.5,1601956943343
1.57,2.5,1601960557536
1.57,2.5,1601964159180
1.57,2.5,1601967728492
1.62,2.37,1601971313583
1.62,2.37,1601974913502
1.62,2.37,1601978518677
1.62,2.37,1601982128375
1.62,2.37,1601985716315
1.62,2.37,1601989336923
1.62,2.37,1601992915934
1.62,2.37,1601996515708
1.62,2.37,1602000115636
1.62,2.37,1602003732553
1.62,2.37,1602007315849
1.62,2.37,1602010911790
1.62,2.37,1602014518476
1.62,2.37,1602018111976
1.62,2.37,1602021714554
1.62,2.37,1602025321952
1.62,2.35,1602037928013
1.62,2.35,1602039711827
1.62,2.35,1602043316163
1.62,2.35,1602046915021
1.62,2.35,1602050509727
1.62,2.35,1602054116534
1.62,2.35,1602057713563
1.62,2.35,1602061331411
1.62,2.3,1602064922342
1.62,2.3,1602068519347
1.62,2.3,1602072130137
1.62,2.3,1602075733318
1.62,2.3,1602079319233
1.62,2.3,1602082931509
1.62,2.3,1602086520355
1.62,2.3,1602090115328
1.62,2.3,1602093714638
1.62,2.3,1602097317607
1.62,2.3,1602100918050
1.52,2.4,1602104519674
1.52,2.4,1602108112357
1.52,2.4,1602111734033
1.5,2.5,1602141410075
1.5,2.5,1602144115615
1.5,2.5,1602147713280
1.5,2.5,1602151319569
1.5,2.5,1602921723004
1.5,2.5,1602925326551
1.5,2.5,1602928921414
1.5,2.5,1602932519846
1.5,2.5,1602936121844
1.5,2.5,1602939725039
1.5,2.5,1602943344741
1.5,2.5,1602946935759
1.5,2.5,1602950522261
1.5,2.5,1602954122853
1.5,2.5,1602957734103
1.5,2.5,1602961336300
1.5,2.5,1602964921280
1.5,2.5,1602968524005
1.53,2.4,1602972122811
1.53,2.4,1602975720756
1.53,2.4,1602979318931
1.53,2.4,1602982923863
1.53,2.4,1602986543299
1.53,2.4,1602990119632
1.53,2.4,1602993722234
1.53,2.4,1602997336081
1.53,2.4,1603000937511
1.53,2.4,1603004519558
1.53,2.4,1603008121937
1.62,2.25,1603011723511
1.62,2.25,1603015325156
1.62,2.25,1603018935434
1.62,2.25,1603022527086
1.62,2.25,1603026121499
1.62,2.25,1603029722323
1.62,2.25,1603033320364
1.62,2.25,1603036924318
1.62,2.25,1603040520887
1.62,2.25,1603044119766
1.62,2.25,1603047735897
1.62,2.25,1603051322236
1.62,2.25,1603054922916
1.62,2.25,1603060334442
1.62,2.25,1603062120623
1.62,2.25,1603065733052
1.62,2.25,1603069322013
1.62,2.2,1603072921328
1.62,2.2,1603076540395
1.62,2.2,1603080122248
1.66,2.15,1603105335346
1.66,2.15,1603108923485
1.66,2.15,1603112520595
1.66,2.15,1603116124561
1.66,2.15,1603119731977
1.66,2.15,1603123323989
1.66,2.15,1603126934598
1.66,2.15,1603130521663
1.66,2.15,1603134118398
1.66,2.15,1603137719588
1.66,2.15,1603141333652
1.66,2.15,1603144923293
1.66,2.1,1603148536908
1.66,2.1,1603152122778
1.66,2.1,1603155737457
1.66,2.1,1603159321875
1.66,2.1,1603162919628
1.66,2.1,1603166518714
1.66,2.1,1603170134197
1.66,2.1,1603173728072
1.66,2.1,1603177332210
1.66,2.1,1603180932997
1.66,2.1,1603184536914
1.66,2.1,1603188135517
1.66,2.1,1603191734969
1.6,2.2,1603195321781
1.6,2.2,1603198935316
1.6,2.2,1603202536141
1.6,2.2,1603206123242
1.6,2.2,1603209739669
1.6,2.2,1603213337651
1.6,2.2,1603216923676
1.6,2.2,1603220542451
1.6,2.2,1603224138379
1.6,2.2,1603227733826
1.6,2.2,1603231320824
1.6,2.2,1603234923945
1.6,2.2,1603238523489
1.6,2.2,1603242121017
1.6,2.2,1603245721040
1.6,2.2,1603249335298
1.6,2.2,1603252919893
1.6,2.2,1603256518938
1.6,2.2,1603260134269
1.6,2.2,1603263726087
1.6,2.2,1603267338735
1.6,2.2,1603270923894
1.6,2.2,1603274521166
1.6,2.2,1603278136845
1.53,2.45,1603292519818
1.53,2.45,1603296119298
1.53,2.45,1603299720275
1.53,2.45,1603303324010
1.53,2.45,1603306940961
1.53,2.45,1603310524075
1.53,2.45,1603314132073
1.53,2.45,1603317722344
1.53,2.45,1603321335016
1.53,2.45,1603324920433
1.53,2.45,1603328536244
1.53,2.45,1603332122676
1.53,2.45,1603335723617
1.53,2.45,1603339323341
1.53,2.45,1603342929959
1.53,2.45,1603346526508
1.53,2.45,1603350122206
1.53,2.45,1603353721381
1.53,2.45,1603357321960
1.53,2.45,1603360923122
1.53,2.45,1603364536560
1.53,2.45,1603368137323
1.53,2.45,1603371721883
1.53,2.45,1603423917853
1.53,2.45,1603425726028
1.53,2.45,1603429322499
1.53,2.45,1603432923476
1.53,2.45,1603436539418
1.53,2.37,1603440122099
1.53,2.37,1603443724792
1.53,2.37,1603447325346
1.53,2.37,1603450923139
1.53,2.37,1603454520472
1.53,2.37,1603458128389
1.53,2.37,1603461732448
1.53,2.37,1603465334373
1.53,2.37,1603468936296
1.53,2.37,1603472525354
1.53,2.37,1603476121897
1.53,2.37,1603479722322
1.53,2.37,1603483335752
1.52,2.37,1603486925120
1.52,2.37,1603490520704
1.52,2.37,1603494132304
1.52,2.37,1603497720773
1.52,2.37,1603501323606
1.52,2.37,1603504921027
1.52,2.37,1603508525885
1.52,2.37,1603512121083
1.52,2.37,1603515723719
1.52,2.37,1603519328306
1.52,2.37,1603522925463
1.52,2.37,1603526524491
1.52,2.37,1603530120930
1.52,2.37,1603533727095
1.52,2.37,1603537324230
1.52,2.37,1603540924771
1.52,2.37,1603544525225
1.52,2.37,1603548122573
1.52,2.37,1603551725539
1.52,2.37,1603555344466
1.52,2.37,1603558925722
1.52,2.37,1603562536573
1.52,2.37,1603566123569
1.52,2.37,1603569723286
1.52,2.37,1603573326864
1.52,2.37,1603576924687
1.52,2.37,1603580525941
1.52,2.37,1603584126334
1.52,2.37,1603587723182
1.52,2.37,1603591328242
1.52,2.37,1603594927174
1.52,2.37,1603598521890
1.52,2.37,1603602121244
1.52,2.37,1603605738422
1.52,2.37,1603609322251
1.52,2.37,1603612923505
1.52,2.37,1603616525879
1.52,2.37,1603620127457
1.52,2.37,1603623726041
1.52,2.37,1603627326199
1.52,2.37,1603630926553
1.52,2.37,1603634524911
1.52,2.37,1603638126666
1.52,2.37,1603641723224
1.52,2.37,1603645321975
1.52,2.37,1603648925848
1.52,2.37,1603652536014
1.52,2.37,1603656125580
1.52,2.37,1603659726484
1.52,2.37,1603663323976
1.52,2.37,1603666921487
1.52,2.37,1603670529183
1.52,2.37,1603711922323
1.52,2.37,1603713719781
1.52,2.37,1603717327565
1.52,2.37,1603720925048
1.52,2.37,1603724537813
1.52,2.37,1603728122218
1.52,2.37,1603731727158
1.52,2.37,1603735325179
1.52,2.37,1603738920836
1.52,2.37,1603742522310
1.52,2.37,1603746122823
1.52,2.37,1603749724049
1.52,2.37,1603753324742
1.52,2.37,1603756922924
1.52,2.37,1603760525868
1.52,2.37,1603764123198
1.52,2.37,1603767724704
1.52,2.37,1603771330566
